,0,1,2,3,4,5,6,7,8,Time,Event,hr
36,-0.89581776,-0.18644221,-0.25520703,0.7143061,-0.94677776,0.8402985,0.361806,0.808452,0.21505815,90.0,0,-1.2689797
37,0.6239066,-0.32891226,-0.30086756,-0.22025155,0.50959414,-0.26141766,-0.5155604,0.8753367,0.81602216,11.381319,1,-0.034195393
38,-0.30240536,0.26927614,-0.45231557,-0.58776975,-0.32732093,-0.34580022,0.7645522,0.6446076,0.41924646,11.531384,1,0.23586941
39,0.91869044,-0.15491329,-0.50993395,-0.7652031,-0.39789328,-0.70947254,-0.8156278,0.2058644,-0.2716251,86.37157,1,0.6085864
40,0.12914069,-0.6173286,0.3538117,-0.5689891,-0.4439528,0.48352084,0.11947579,-0.33032718,0.08597756,90.0,0,-1.105794
41,0.3879694,0.8242642,0.16142642,-0.53462726,0.49339527,0.55553806,-0.5991974,0.64114845,-0.07013029,0.16968247,1,2.0362203
42,0.5595333,-0.52504355,-0.33483946,0.90739423,0.31563014,0.5457557,0.37674868,-0.59139174,-0.0586225,7.803777,1,-0.49083132
43,0.61792773,0.35007027,-0.98794425,-0.8251845,-0.30641055,0.88873106,-0.017619038,-0.45964748,-0.27915257,16.540518,1,1.3177907
44,-0.57869476,-0.15759988,-0.56392914,0.691505,-0.087458804,-0.44039595,0.8657833,-0.3712973,0.81942934,41.07941,1,-0.894172
45,-0.91316384,0.4142301,-0.03222192,-0.11155788,-0.9273533,-0.91863364,-0.33449277,0.89423907,0.23531996,44.27333,1,-0.08498109
46,-0.2622503,0.22395408,-0.5877369,-0.6698671,-0.27636546,0.7267067,0.018803455,-0.40619698,0.9005033,90.0,0,0.18538032
47,0.6319322,-0.35405213,0.94419646,0.9747022,-0.18267973,0.3118462,-0.1886936,-0.4853038,-0.8346946,62.544113,1,-0.076449566
48,-0.4727793,-0.45704028,-0.20272183,-0.6302279,0.9076368,-0.79424024,0.25041705,-0.11660522,-0.1529639,90.0,0,-1.3871374
49,-0.25601643,0.7366294,-0.43904603,-0.9588477,0.83619404,0.7289606,-0.4461964,0.046975095,-0.78182364,4.108982,1,1.2169648
50,-0.8131459,0.67493224,-0.17946857,0.32343307,0.8864011,-0.5097388,-0.9736803,-0.9517032,0.4187714,3.4273674,1,0.5364411
51,0.84910375,-0.06533945,-0.2497817,0.08572085,0.7178337,0.30430776,-0.5340402,0.5491604,-0.73077303,7.7167635,1,0.71814734
52,-0.66888005,0.22536457,-0.52243316,0.4095571,-0.30096295,-0.44515207,0.9978368,-0.91876775,0.29164505,26.29909,1,-0.21842843
53,-0.9226008,0.5204205,-0.5398201,-0.8203363,0.29689944,0.46520242,0.35619062,-0.8961981,-0.4113861,49.375423,1,0.11796269
54,-0.09782331,-0.4257934,0.62102693,-0.7377698,0.22435872,0.9764299,0.8051131,-0.5556859,-0.9998362,90.0,0,-0.94968766
55,0.9611947,0.765426,0.8389449,-0.16899289,0.48923093,-0.574337,-0.21539186,0.7030961,-0.74477553,10.707484,1,2.491769
56,0.78773075,-0.006984055,-0.14780869,-0.38870722,0.83369756,0.03524692,0.60805273,0.7153036,0.8447647,2.7035139,1,0.7734851
57,-0.39323854,-0.3203783,0.19014776,-0.117351726,0.86568505,-0.2048719,-0.0444439,0.23437218,-0.19052103,83.24857,1,-1.0342727
58,0.98495686,-0.8022974,-0.55879337,-0.35468975,-0.7045543,-0.43156153,0.5584906,0.045784,-0.9320927,90.0,0,-0.6199155
59,0.9652452,0.23201296,-0.882121,0.32233754,-0.24326126,-0.72865343,0.12732919,0.45415992,0.3422532,11.956533,1,1.4289936
60,-0.5049737,0.049732443,0.07532689,0.4336067,-0.2802653,0.5954652,0.2558437,-0.9233368,0.09295804,50.528957,1,-0.4057863
61,0.7238242,0.13514833,-0.64834344,0.020752741,0.5138917,-0.7797896,0.6341981,-0.66503674,0.06815299,21.862764,1,0.9938433
62,-0.22851303,-0.5027525,0.294865,-0.9252158,0.5200916,0.053881276,0.75154245,0.04143664,-0.92993367,90.0,0,-1.2342955
63,-0.71279806,0.5912092,-0.016047902,-0.116241455,-0.36313045,-0.43090162,0.93177265,-0.13406134,0.7680061,81.315796,1,0.46934277
64,0.29632625,0.7168553,0.7048991,0.91262406,0.39588448,0.6107939,0.46625578,0.21045367,0.43470827,5.749422,1,1.7297593
65,0.43150082,-0.9181844,0.03222167,0.5853027,-0.51407564,-0.069704026,-0.13002858,-0.19442566,-0.75632095,90.0,0,-1.4051455
66,0.051423084,-0.10750327,0.3267855,0.09882612,-0.94491416,-0.936164,0.40271962,0.41516224,0.91987824,18.709517,1,-0.16386096
67,0.7534094,-0.06388067,0.25181302,-0.08563654,-0.55410755,-0.246646,-0.79223156,0.33305424,-0.61593974,67.06957,1,0.6253705
68,-0.049064424,0.9348732,-0.93666214,-0.6965401,-0.40284163,0.88361394,0.8176836,-0.67599833,0.96223557,1.5610911,1,1.8204045
69,0.50149506,0.07995416,0.86340576,0.76121426,-0.21736701,0.31268638,0.2947703,-0.3460636,-0.6412197,35.161224,1,0.6611259
70,-0.06638025,-0.47343794,-0.28986976,0.90828794,-0.077724256,0.36978292,-0.32754022,0.99172217,0.31753522,90.0,0,-1.0135336
71,-0.6079811,-0.803632,0.8863611,0.8895557,0.24265675,-0.966017,-0.5489302,0.60255355,0.75091964,73.025734,1,-2.2155225
72,-0.09202037,-0.26895878,-0.45154998,-0.766059,-0.76851094,0.90520537,0.61725223,-0.67044127,-0.5858999,90.0,0,-0.6302154
73,0.3111031,0.5293284,0.62062967,-0.67332464,0.9682566,-0.54439586,0.17883086,0.17523152,0.9347238,24.748009,1,1.3694824
74,0.3153349,0.16980854,0.037545156,0.52931505,-0.7878895,-0.9958162,0.90497774,-0.002684641,-0.34332925,63.860855,1,0.6546744
75,-0.26389349,0.60768664,-0.23525958,0.54033834,-0.119076,0.68815494,-0.8475919,-0.037743345,-0.06630058,48.585094,1,0.9512023
76,-0.47134405,0.8872295,0.8100569,-0.11280739,-0.8056808,-0.5864337,-0.45701632,-0.031560455,-0.32324576,22.853933,1,1.3028374
77,0.54827213,-0.047946785,0.740741,0.9915635,-0.5603281,0.22334276,0.69500464,0.89047325,-0.41982716,15.157576,1,0.45210105
78,0.4540855,-0.9699677,0.75828487,-0.8721229,0.4667908,0.9892208,0.0023795615,-0.581332,0.18928717,90.0,0,-1.4861274
79,0.24829996,0.33614546,-0.6547765,0.7974254,0.24198273,-0.9128626,0.36808214,-0.6078319,-0.94531846,44.583626,1,0.9203134
80,0.10190655,0.62662727,0.7198823,-0.79295814,0.32608557,0.42015046,-0.410966,0.942728,-0.44262505,23.005186,1,1.3548836
81,-0.8600356,0.038560722,0.38862976,-0.51068044,-0.3228356,0.12725596,0.7733563,0.49465182,-0.5808161,90.0,0,-0.7831917
82,-0.49644586,0.047761377,0.5379174,0.23752356,0.0026485326,0.19425067,0.51212007,0.074159585,0.79550546,90.0,0,-0.40120062
83,0.894135,0.83070904,0.50903666,-0.507358,-0.22945711,-0.4400001,0.3153205,-0.35155675,0.5087832,8.396069,1,2.5552754
84,-0.7729818,0.5507295,0.17180395,0.6707774,-0.1382487,0.2499289,0.10882426,0.9513425,0.5109488,2.4341428,1,0.32819968
85,0.0896265,-0.6519358,0.80822843,-0.5883244,0.30008653,0.8729437,-0.55284077,-0.5481529,0.70363784,90.0,0,-1.2145226
86,0.65531003,-0.2965933,-0.46980742,-0.74522305,0.9758722,0.6706862,0.7987832,0.027358651,-0.77123034,28.50924,1,0.06184595
87,-0.89483935,-0.3388358,0.84066087,0.89516366,0.68232775,-0.6826417,-0.16015366,-0.5075142,-0.58930045,55.089848,1,-1.5727885
88,0.3696517,-0.027776664,-0.35018072,-0.7995711,0.08952674,-0.3059497,-0.21780838,-0.3789825,-0.22560959,75.309395,1,0.31382087
89,0.11171917,-0.9717124,0.69529396,0.8438397,0.10105938,-0.46395776,0.980478,-0.23361194,0.3873108,90.0,0,-1.8319831
90,0.3799051,-0.13138187,-0.6016837,0.93315876,-0.87261826,-0.029701224,-0.55853856,-0.41205174,0.65705466,79.51675,1,0.11686384
91,-0.26546887,-0.83330345,-0.607382,0.7207468,0.9540577,-0.4640357,0.35081798,-0.837602,0.44693118,90.0,0,-1.9323533
92,-0.16712677,0.83631986,-0.37692767,0.882934,0.006494854,-0.30221415,0.2940392,-0.5005076,-0.5404728,18.71659,1,1.5052354
93,-0.60730714,0.91979915,-0.014172545,0.5032299,-0.052016236,0.17508031,0.16827796,0.9597726,0.33686626,5.7676144,1,1.2320136
94,-0.5204611,-0.9696047,-0.5626357,-0.088960715,-0.21315932,0.6246525,0.5711135,-0.82180804,0.90402144,90.0,0,-2.4599478
95,0.054913353,0.19280793,-0.18988645,0.2990019,0.7426526,0.34787193,0.9401971,0.4022445,0.6434415,7.8276186,1,0.4402517
96,-0.9099208,0.34539703,0.30950528,-0.7965079,0.684775,0.22834481,-0.80334383,0.18893424,-0.043168303,57.73084,1,-0.2194043
97,-0.5334129,-0.96048784,-0.26886544,0.23970215,-0.34144172,-0.3854907,0.5022425,0.5172493,0.43753168,90.0,0,-2.454666
98,-0.7976361,0.032331914,0.11559732,0.48960906,0.8063554,-0.26192227,-0.14267306,0.46553499,0.32527283,47.055084,1,-0.7332498
99,0.1157398,-0.29972073,-0.6092953,-0.63238525,-0.8368334,-0.8375983,0.69159645,-0.2326545,-0.8785207,90.0,0,-0.4839792
100,0.7928513,-0.55345905,-0.46375114,-0.6110043,0.93500215,-0.7749198,0.4443265,0.86417747,0.3360026,45.90226,1,-0.31434426
101,0.71745324,-0.5151058,0.34785596,0.40174267,-0.083334975,0.74109125,0.3887722,0.7897556,0.5064087,90.0,0,-0.31303588
102,0.040580843,-0.002623568,-0.09254475,-0.9567063,0.0702828,-0.15405354,-0.6849328,-0.7618606,-0.101296246,36.05407,1,0.035056192
103,-0.9201739,0.9731598,-0.24375814,-0.23578161,-0.8977474,-0.14665534,-0.96850914,-0.9398127,-0.32180154,60.77936,1,1.0258682
104,0.6419379,-0.08235784,-0.97031885,-0.67355996,0.47984543,0.47658747,0.50904584,-0.29666126,-0.2954461,27.98251,1,0.4769447
105,0.6041513,-0.20372424,0.454382,0.16224602,-0.27131665,-0.839987,-0.76774925,0.77911747,-0.09531898,10.806301,1,0.19642536
106,0.9880091,-0.2722061,-0.5000914,-0.29892135,-0.3138278,0.27471346,-0.97452486,0.5265373,-0.16717075,34.525246,1,0.44331935
107,-0.1355216,-0.03776997,-0.1015751,-0.005058202,-0.3081914,-0.093307726,-0.19069733,0.036485437,0.24653818,39.708954,1,-0.21133907
108,-0.51791877,0.016874298,0.18924384,-0.9661034,0.040987477,-0.5214135,-0.1909229,0.6530603,-0.34752882,90.0,0,-0.4844477
109,-0.03356615,-0.9505177,-0.38249823,0.2794422,-0.36967644,-0.588405,-0.41868865,0.9087566,-0.82639635,29.08428,1,-1.9348791
110,-0.07328447,-0.8832262,0.077316485,-0.70792854,0.2681696,-0.4712051,0.38183078,-0.30570787,-0.99166304,90.0,0,-1.8400143
111,-0.41021058,-0.83621114,-0.009920737,-0.42221987,0.27998373,-0.00012810514,-0.92791027,-0.3627322,-0.021881618,90.0,0,-2.0829103
112,0.14440769,-0.7902574,0.29994258,-0.31260464,-0.6341574,0.6106534,-0.8627532,0.8595397,0.41253233,90.0,0,-1.4363847
113,-0.04881796,-0.97767824,-0.21974938,0.29159683,0.7178262,0.23552799,-0.20458516,-0.10528123,0.7465907,90.0,0,-2.004452
114,-0.29728538,-0.8696848,-0.114654884,0.99691826,-0.24045427,-0.6138906,-0.90973973,-0.6580622,-0.3518712,90.0,0,-2.0369325
115,0.14855666,0.33117682,-0.91436213,0.8723602,-0.5287233,-0.701876,0.061658867,0.35517165,-0.3854944,46.678963,1,0.8106328
116,0.33888245,-0.4114123,0.80434304,0.7613895,-0.85761124,-0.69919497,0.39611736,-0.9997598,0.6436272,7.852422,1,-0.48421967
117,-0.28752038,0.48923978,-0.9115256,-0.58147115,-0.8583896,-0.6403524,-0.23115754,-0.016896378,0.8321827,4.746092,1,0.6906817
118,0.25434804,0.41295964,-0.83577865,-0.4264258,0.9834638,0.1208446,0.57563484,-0.93503505,-0.83184755,2.4276228,1,1.0799898
119,-0.7815336,-0.9694283,0.84395796,-0.49272943,0.99313825,0.4762597,-0.49877843,0.98360926,0.7370677,90.0,0,-2.7206678
120,-0.670004,-0.6293562,0.36037228,-0.8434395,0.16904972,-0.86679417,-0.5574048,0.8968799,-0.0028567254,89.35824,1,-1.9289938
121,0.14742593,-0.46063346,-0.11987671,-0.7339952,0.03323262,-0.8920884,-0.9035013,0.3592955,-0.89003676,90.0,0,-0.7741185
122,0.042567693,-0.467947,-0.6246121,0.14663778,-0.4070734,-0.08723525,-0.72205234,-0.74702865,-0.7869421,90.0,0,-0.89360386
123,-0.8568798,0.10742744,0.512011,0.5847337,0.9156896,-0.6632153,-0.7287621,-0.06009044,0.722015,90.0,0,-0.6423024
124,0.53413856,0.11635622,-0.6864335,-0.21747486,0.43869156,-0.25317463,-0.9217613,0.16776793,0.44026917,34.06372,1,0.7665735
125,0.429543,-0.6702683,-0.32801682,-0.18165542,-0.15903717,-0.77168304,-0.22893694,0.013264373,0.42112136,90.0,0,-0.91127115
126,0.13889538,-0.19013888,0.85519475,0.19616713,0.94958174,0.7347527,0.3472522,0.798627,0.98247933,90.0,0,-0.2416599
127,-0.5582455,0.38211304,0.83755857,-0.9651997,0.598978,-0.8211941,0.8331086,0.22402674,-0.6758611,5.4434366,1,0.2057031
128,-0.92117965,0.655643,-0.7210161,0.87908274,-0.8182695,0.67595696,-0.15293491,0.7454707,0.5371485,71.22805,1,0.38982877
129,0.7057646,-0.059515815,0.42753664,-0.36266482,-0.9056535,-0.53519976,-0.9972767,-0.2739437,-0.012342326,31.6148,1,0.5864554
130,-0.9611858,-0.98454034,0.37292713,-0.7991283,-0.852309,-0.00880365,0.4363186,0.9543305,-0.4092054,90.0,0,-2.9305441
131,-0.76496404,-0.86292684,-0.5849786,-0.7998907,-0.9932313,-0.4298526,-0.6715862,-0.9635002,-0.29073602,90.0,0,-2.4910953
132,0.65183157,-0.39267698,0.42019948,0.45746988,-0.94888705,0.9235702,-0.7219812,0.43492997,-0.24111374,84.00141,1,-0.13379988
133,0.73644507,0.98992205,-0.6133541,0.63891125,0.011005895,0.9308621,0.316178,0.1864758,-0.5409531,2.7713237,1,2.7160118
134,0.43740013,-0.42359743,0.69151723,0.9545273,-0.98441404,0.9092662,-0.28307942,-0.023368642,0.84817106,6.0944266,1,-0.41007224
135,0.5519154,-0.51355505,-0.8062946,0.68245244,0.49412027,0.71667886,-0.23191734,-0.01577258,-0.06996275,90.0,0,-0.47547218
136,-0.37055665,-0.32865524,0.4372985,0.50614226,0.727708,0.6898041,0.50787544,-0.33444437,0.42009267,85.81845,1,-1.0281447
137,0.94524896,0.83247983,0.94297546,-0.92758495,0.22319828,-0.5693142,-0.5068805,0.6881218,0.5003834,15.439987,1,2.6099312
138,-0.34239516,0.039830726,-0.62334025,-0.9923456,0.7999162,0.41928464,0.057636894,-0.89180225,-0.15831965,42.67807,1,-0.26301122
139,-0.23991619,-0.656906,-0.68762344,-0.6536444,0.1936712,-0.7505921,-0.5229015,0.8925444,-0.5610764,90.0,0,-1.5540057
140,0.5277132,0.19608001,-0.17368639,0.19057178,-0.73275995,-0.031624224,0.94426703,-0.14455837,-0.5142375,8.263833,1,0.9195957
141,0.8550138,0.22154865,0.4557145,0.08680925,-0.977596,0.5114002,0.95739436,0.43237522,0.6175147,29.982391,1,1.2978336
142,0.70317334,0.99840254,-0.422773,-0.10123161,0.08565218,-0.6950886,-0.038048,-0.44603822,0.6738647,1.6824236,1,2.6997008
143,-0.3058728,-0.8366307,-0.97982913,0.721087,0.7176914,0.8681774,-0.85490894,-0.2104827,-0.14361212,74.9645,1,-1.9794117
144,0.72176754,-0.4771592,-0.3955912,0.46545455,-0.639895,0.27074966,0.48441848,-0.63909304,-0.55611044,10.01014,1,-0.23282838
145,0.3996185,0.5890086,0.9067097,-0.3827002,0.097267166,-0.70637447,-0.12620968,-0.47775862,-0.30239964,0.3457009,1,1.5773582
146,0.6067312,0.60645944,0.40901136,-0.75272137,-0.43194985,0.87859166,-0.094947696,0.2436895,-0.9633819,3.397742,1,1.8193725
147,0.036040097,0.37828574,-0.8822364,-0.76943094,-0.2632614,0.8889175,-0.502404,-0.9567947,0.6185569,73.46012,1,0.7923341
148,0.69849676,0.073391005,0.7860944,-0.64193183,-0.45066276,-0.95910054,0.16686456,0.7747775,0.21280251,44.465996,1,0.8450012
149,-0.83942837,0.3864471,0.35188124,-0.6665116,0.6579686,0.8247807,-0.21660183,-0.38247177,0.1493475,15.825476,1,-0.066811696
150,0.9450344,0.44992623,0.5801251,0.53716695,0.91398793,0.6323844,-0.46337152,-0.5373979,-0.5158187,2.09858,1,1.8446094
151,-0.5741302,-0.5834732,0.8690047,0.9033249,-0.82029116,-0.8718513,0.71406066,0.12748373,-0.57686734,90.0,0,-1.7413541
152,-0.076366626,-0.8525074,0.9644334,-0.7200971,0.61310667,0.91635966,0.42202222,-0.82289803,0.17996997,90.0,0,-1.7816589
153,-0.741567,0.73390007,0.3456527,0.8841123,-0.7082283,-0.09263128,0.08712625,-0.78332394,0.35381138,5.9375815,1,0.7259556
154,0.13287123,-0.3039159,-0.17416523,0.59245783,-0.28717357,0.9452663,0.8363693,-0.8438278,0.7048336,4.3439503,1,-0.47523805
155,0.34755787,-0.889361,0.91073227,0.66697395,0.6653679,0.83129,0.8421686,-0.56184095,0.8747252,90.0,0,-1.4314417
156,-0.90413976,0.7628646,-0.08657496,0.6623355,-0.4539174,0.5097261,0.6093998,-0.8381252,0.82882893,41.4204,1,0.62131196
157,0.6345012,0.19092406,0.4158588,-0.30835944,-0.058879275,-0.70527434,-0.00018542822,0.5656427,0.116792835,2.6844735,1,1.0160718
158,-0.7330312,0.659104,0.47597355,-0.92529005,0.6097634,0.73048896,0.024759127,-0.24281238,-0.8330418,3.728523,1,0.58489925
159,0.65655196,-0.9926823,-0.3130266,-0.3445296,0.8240247,-0.10141786,0.7773151,-0.8214095,0.6921576,57.122124,1,-1.3290901
160,0.2247567,0.07583816,-0.38808835,-0.019261446,-0.45309103,-0.08836409,0.5376339,0.25098097,0.3610689,2.1331818,1,0.37615553
161,0.78443354,-0.8941213,-0.6021139,0.4483879,-0.18352857,0.30042648,0.7955302,0.47200686,0.86623454,44.082157,1,-1.0040866
162,-0.6961168,0.5132586,0.40525404,-0.9848945,-0.9140492,-0.93246084,0.055234797,0.5530196,-0.1892848,18.19977,1,0.3301229
163,-0.9935402,-0.6502106,0.8970098,-0.51067513,0.7067712,-0.2592248,0.042593658,-0.02053496,-0.7310385,90.0,0,-2.294239
164,-0.26767394,0.9992885,0.12825301,-0.06952947,0.09828698,-0.47398186,0.13273244,0.45663974,-0.78863215,4.588674,1,1.7306255
165,-0.44310066,-0.5821554,0.48975846,0.8713332,-0.1506256,0.26649186,-0.9375757,-0.7370248,-0.23109888,77.928314,1,-1.607689
166,0.32878414,0.28065702,-0.615687,-0.73420763,0.8761433,-0.28928056,-0.07913596,-0.8092806,0.82046944,89.90079,1,0.88982064
167,0.33603692,0.019941922,-0.13746852,-0.897069,-0.5714116,0.7121584,0.24440883,-0.61224973,-0.6215936,90.0,0,0.37564325
168,-0.299749,0.23059307,0.08483052,0.05406975,0.7378616,0.7225029,0.690397,0.40490338,-0.21509957,45.184654,1,0.16115966
169,-0.46131146,0.9113853,-0.9094301,0.23676614,0.6922482,-0.4561742,0.9574922,0.77184796,-0.6013438,16.222094,1,1.3611816
170,-0.45938137,0.7946058,-0.7814964,-0.6230457,0.21709882,-0.7059713,0.14509034,0.15109043,0.1927088,1.0363386,1,1.1295527
171,-0.4985972,0.6421617,0.9408873,-0.44422796,0.73098665,-0.41389593,-0.30214578,0.5708869,-0.72533983,55.48179,1,0.78544873
172,-0.87638485,-0.2267348,-0.74063355,-0.84089446,0.17745604,-0.6320505,-0.3981974,0.45817712,-0.81400853,90.0,0,-1.330132
173,0.9879365,-0.38248667,0.0912585,0.583699,-0.525987,-0.3176725,-0.5874625,-0.24284337,0.46987334,2.8301299,1,0.22268564
174,0.42885378,-0.63596165,-0.046152078,0.37641352,0.4762998,0.27207395,-0.6103546,0.73615813,-0.42310447,90.0,0,-0.843347
175,-0.2601564,0.1169956,0.71875703,0.2993006,0.40337542,-0.5672634,-0.29487634,-0.72621316,0.47380683,3.0704808,1,-0.0264427
176,0.8975156,0.46973652,-0.7506426,0.3867307,-0.13354962,-0.81577164,0.99894834,0.4482506,0.24487594,1.4168869,1,1.8367112
177,0.74619573,-0.34931782,0.33369017,-0.06343914,-0.75210047,0.082139425,0.26381898,-0.053500194,-0.7494569,2.9961205,1,0.047282614
178,-0.84943366,0.32967693,0.67581636,0.8481881,-0.2236283,0.8766317,0.63960695,-0.15191667,-0.18735993,31.983198,1,-0.1903573
179,-0.33304238,-0.8617668,-0.9805477,-0.5090027,-0.4907653,0.4593221,-0.6852586,0.38484326,0.4606706,90.0,0,-2.0568535
180,-0.080565676,-0.76469296,0.43901923,0.8272945,-0.2676411,0.51747954,0.48383743,-0.8919157,-0.8885847,90.0,0,-1.6102291
181,0.35323548,0.66181535,0.8411238,-0.71667373,0.16678041,-0.43589383,-0.5545983,0.4767771,-0.17361625,1.1570324,1,1.6765887
182,-0.12461578,0.68880254,-0.5226305,0.056684755,0.6554208,-0.7362224,0.19236594,0.6743802,0.5289311,16.905275,1,1.2527118
183,0.76896423,-0.9348716,0.38291228,-0.59212697,0.114037454,0.5495578,-0.15961707,0.40840742,0.6808214,3.6963012,1,-1.1010565
184,0.89143735,0.09018621,-0.36780015,-0.2199477,0.73119384,-0.51936674,0.7665288,-0.88432753,0.942651,53.32969,1,1.0715322
185,-0.76178557,0.7667781,0.081543356,0.122655496,0.96131194,0.9027242,0.5972163,0.3031669,0.35540277,5.309744,1,0.77149314
186,-0.7330629,-0.06518935,-0.1416684,-0.79618174,-0.97734314,-0.9674634,0.47493315,-0.10508797,-0.018850764,90.0,0,-0.86371917
187,-0.49288678,0.08167667,-0.74558586,-0.67290056,0.63528806,-0.9451413,0.832027,-0.32362416,0.86431676,90.0,0,-0.32981095
188,-0.8726024,-0.3745998,0.18633789,0.8756097,-0.81999296,0.6183861,0.22604784,0.2800161,0.9846182,90.0,0,-1.6220796
